Repo,Scope,Pattern_raw_name,Canonical_codes,How_implemented,Notable,Source_links
aakashg/pm-claude-code-setup,pm-team,Sub-Agent Roles table (Engineer / Designer / Executive / Skeptic / Customer / Data Analyst),"SA-01, SA-06, SA-07","NOT Claude Code subagents — there is no .claude/agents/ directory (confirmed 404). Instead a 6-row markdown table inside CLAUDE.md defines persona Role | Lens | Key Questions (Engineer/Feasibility, Designer/Usability, Executive/Strategy, Skeptic/Risk, Customer/Value, Data Analyst/Measurement). Activation is a verbal contract: 'When I say review as [role], fully adopt that perspective.' README prescribes SEQUENTIAL chaining within a single session ('Write a PRD -> Review as engineer -> fix gaps -> Review as skeptic -> tighten -> Review as customer -> simplify. Three passes, three minutes'). So this is a lightweight reviewer/critic persona chain implemented as in-context role-swaps, not spawned isolated agents — meaning no real context firewall (CM-06 deliberately NOT present) and no per-agent tool scoping beyond the 'lens' framing. The Skeptic role ('what could go wrong? untested assumptions?') functions as the adversarial-review persona.",★,https://raw.githubusercontent.com/aakashg/pm-claude-code-setup/main/CLAUDE.md | https://raw.githubusercontent.com/aakashg/pm-claude-code-setup/main/README.md
contains-studio/agents,pm-team,Agent .md file (markdown + YAML frontmatter system-prompt anatomy),"SA-09, SA-17","Every agent is ONE markdown file. Frontmatter fields: name (kebab-case, must match invocation), description (a usage sentence FOLLOWED BY 3-4 inline <example>…</example> blocks, each containing Context / user / assistant / <commentary> sub-tags — these examples ARE the auto-invocation training signal, not just docs), color (UI tint), tools (explicit least-privilege allowlist, e.g. sprint-prioritizer gets 'Write, Read, TodoWrite, Grep'; trend-researcher gets 'WebSearch, WebFetch, Read, Write, Grep'; studio-coach uniquely gets 'Task'). Body is a 500+ word system prompt with a RIGID repeated anatomy: 2nd-person identity paragraph → numbered '**Your primary responsibilities**' (each a bolded category with 6 sub-bullets) → named **framework blocks** → **Anti-Patterns** → **Templates** (fenced code) → **Metrics**. Tool scoping per agent is the least-privilege mechanism (no agent gets everything).",★,https://raw.githubusercontent.com/contains-studio/agents/main/product/sprint-prioritizer.md | https://raw.githubusercontent.com/contains-studio/agents/main/project-management/studio-producer.md
contains-studio/agents,pm-team,sprint-prioritizer,"SA-01, SA-09, SA-17","Product-division persona for 6-day sprint planning/prioritization. Encodes named PM frameworks as a literal bulleted menu under '**Prioritization Frameworks**': RICE (Reach, Impact, Confidence, Effort), Value-vs-Effort matrices, Kano model, Jobs-to-be-Done, user story mapping, OKR alignment. Hard-codes a '**6-Week Sprint Structure**' week-by-week timeline (W1 planning/quick-wins → W2-3 core → W4 integration/test → W5 polish → W6 launch). Ships a fenced **Decision Template** (Feature/User Problem/Success Metric/Effort/Risk/Priority[P0-P2]/Decision[Include-Defer-Cut]) as an enforced output contract, plus an explicit '**Sprint Anti-Patterns**' list (over-committing, perfectionism over shipping, mid-sprint pivots). Tools restricted to Write/Read/TodoWrite/Grep.",★,https://raw.githubusercontent.com/contains-studio/agents/main/product/sprint-prioritizer.md
contains-studio/agents,pm-team,feedback-synthesizer,"SA-01, SA-09","Product persona that aggregates multi-source user feedback into prioritized insight. Sections: Multi-Source Aggregation, Pattern Recognition/Theme Extraction, Sentiment & Urgency Scoring (4-tier Critical→Low urgency matrix), Actionable Insight Generation, Feedback-Loop Optimization. Encodes feedback CATEGORIES (Bug/Feature/UX-friction/Performance/Content/Monetization/Onboarding) and named complaint archetypes ('Love it but…', 'Almost perfect except…'). Enforced output: a 'Feedback Summary' template (Top-3 Issues w/ fix, Top-3 Feature Requests w/ effort+impact, Quick Wins, week-over-week Sentiment Trends) plus a SMART insight-quality checklist. Tools: Read/Write/Grep/WebFetch/MultiEdit.",★,https://raw.githubusercontent.com/contains-studio/agents/main/product/feedback-synthesizer.md
contains-studio/agents,pm-team,trend-researcher,"SA-01, SA-09, SA-17","Market-trend analyst persona tuned to translate viral social signals into 6-day-buildable products. Distinctive mechanism: encodes QUANTITATIVE decision thresholds directly in prose — a '**Decision Framework**' that gates on trend momentum (<1wk = too early; 1-4wk = perfect for a 6-day sprint; >8wk = saturated), '**Key Metrics**' with numeric triggers (>50% week-over-week hashtag growth = high potential; min 100K potential users), a 5-point '**Trend Evaluation Criteria**', and a '**Red Flags to Avoid**' list (single-influencer fragility, platform-dependent features, legally questionable mechanics). Tools: WebSearch/WebFetch/Read/Write/Grep.",★,https://raw.githubusercontent.com/contains-studio/agents/main/product/trend-researcher.md
contains-studio/agents,pm-team,studio-producer,"SA-01, SA-09","Project-management persona for cross-team coordination/resource allocation. Frontmatter description begins 'PROACTIVELY use this agent…' and states it 'Should be triggered automatically when team dependencies arise' — the proactive-trigger convention. Encodes org-design vocabulary as named blocks: '**Team Topology Patterns**' (Feature/Platform/Tiger/Innovation-Pod/Support-Rotation teams), '**Resource Allocation Frameworks**' (70-20-10 rule, Skill Matrix, Surge Protocols), '**Workflow Optimization Techniques**' (Value Stream Mapping, Theory-of-Constraints, WIP limits), and a fenced 'Team Sync Template'. Its own '6-Week Cycle Management' timeline differs from sprint-prioritizer's (W0 pre-sprint → W6 retro). Tools: Read/Write/MultiEdit/Grep/Glob/TodoWrite.",★,https://raw.githubusercontent.com/contains-studio/agents/main/project-management/studio-producer.md
contains-studio/agents,pm-team,studio-coach (orchestrator),"SA-02, SA-01","The only agent granted the 'Task' tool, making it the dispatcher: its system prompt's '**Strategic Orchestration**' section coordinates multi-agent efforts — clarifying each agent's role, preventing duplicate work, creating handoffs between specialists. Frontmatter is 'PROACTIVELY use… when complex multi-agent tasks begin, when agents seem stuck.' Notably the <example> blocks include an agent-to-coach turn ('agent: ""I'm having trouble identifying the right trends…""'), modeling agent→orchestrator escalation. Orchestration is prompt-and-Task-tool only — there is NO router config, plan file, or graph; coordination is emergent from Claude Code's native subagent dispatch matching the description field.",★,https://raw.githubusercontent.com/contains-studio/agents/main/bonus/studio-coach.md | https://raw.githubusercontent.com/contains-studio/agents/main/README.md
contains-studio/agents,pm-team,"Department-folder taxonomy (8 dirs, ~39 agents)",SA-01,"Agents grouped by studio department as plain directories: engineering/(7), design/(5), marketing/(7), product/(3: feedback-synthesizer, sprint-prioritizer, trend-researcher), project-management/(3: studio-producer, project-shipper, experiment-tracker), studio-operations/(5), testing/(5), bonus/(2: studio-coach, joker). The folder is purely organizational — install flattens everything into ~/.claude/agents/, so directory has no runtime role (no routing, no scoping by folder).",,https://github.com/contains-studio/agents/tree/main | https://raw.githubusercontent.com/contains-studio/agents/main/README.md
jinjin1/Cursor-for-Product-Managers,pm-team,discovery-researcher,"SA-02, SA-09, SA-15, SA-03","Agent defined as .cursor/agents/discovery-researcher.md with frontmatter (name, description as auto-invoke trigger, model: inherit). Orchestrates a fixed 5-step sequential discovery pipeline by CALLING SKILLS as sub-steps: /create-interview-snapshots → /synthesize-snapshots → /create-opportunities (with /analyze-metrics for quantitative backing) → /generate-solutions (gate: min 3, ideally 10–15 user ideas, will NOT proceed until user submits ideas) → /identify-test-assumptions. Premise-validation guard runs /product-diagnostic first if the request is solution-driven not problem-driven. Per-step checkpoint menu (Proceed / Revise / Go Deeper / Go Back) and error recovery (resume from any step using saved artifacts). On completion surfaces all artifacts and hands off to initiative-planner, carrying forward top opportunities + critical assumptions.",★,https://raw.githubusercontent.com/jinjin1/Cursor-for-Product-Managers/main/.cursor/agents/discovery-researcher.md
jinjin1/Cursor-for-Product-Managers,pm-team,initiative-planner,"SA-02, SA-03, SA-09, SA-15","Planner→workers orchestrator (.cursor/agents/initiative-planner.md, model: inherit). 8-phase delivery pipeline with conditional branching: Phase 0 reads existing discovery artifacts from the initiative dir → Phase 1 /setup-initiative → /create-one-pager → /create-prd (gate: requires explicit one-pager approval before proceeding) → /create-design-brief → /generate-figma-prompt → /build-prototype → /generate-tasks → optional /calculate-ice-score. Artifact handoff is file-based: each phase consumes the approved markdown of the prior phase (1-pager→PRD→design/tasks). Resumable from any phase via saved artifacts. Continues the document-as-baton chain begun by discovery-researcher.",★,https://raw.githubusercontent.com/jinjin1/Cursor-for-Product-Managers/main/.cursor/agents/initiative-planner.md
jinjin1/Cursor-for-Product-Managers,pm-team,strategy-reviewer,"SA-01, SA-06, SA-07, SA-09","CPO-persona reviewer agent that runs three review frameworks and synthesizes: PRISM strategy review across 7 dimensions (scores positioning, options, scenarios, stakeholder perspectives), Vision review on 4 criteria (inspiring, feasible, constraint-free, grounded in a user problem), and OKR quality/alignment review. Operates as a 'direct, evidence-based sparring partner' — challenges assumptions and offers concrete alternatives rather than surface critique (adversarial/critic stance). Gap-handling: when source docs are missing it offers to draft them OR flags specific gaps before scoring, refusing speculative assessment (anti-hallucination). Wraps the product-strategy-review / product-vision-review / okr-sparring-partner skills.",★,https://raw.githubusercontent.com/jinjin1/Cursor-for-Product-Managers/main/.cursor/agents/strategy-reviewer.md
msitarzewski/agency-agents,pm-team,Agent definition = single markdown file with YAML frontmatter,"SA-09, SA-01","Each of the 232 agents is one .md file under a division folder. Frontmatter fields: name, description (the auto-invocation trigger / routing text), color, emoji, vibe (a one-line persona hook), and optional tools (e.g. PM = 'WebFetch, WebSearch, Read, Write, Edit'—a least-privilege allowlist). Body follows a fixed anatomy: Identity&Memory → Core Mission → Critical Rules → Technical Deliverables → Workflow Process → Communication Style → Success Metrics → Personality Highlights. Named role personas (PM is 'Alex, 10+yr PM'; Senior PM is 'SeniorProjectManager').",★,https://raw.githubusercontent.com/msitarzewski/agency-agents/main/product/product-manager.md | https://raw.githubusercontent.com/msitarzewski/agency-agents/main/project-management/project-manager-senior.md
msitarzewski/agency-agents,pm-team,8-agents-in-parallel discovery exercise (nexus-spatial-discovery),"SA-05, SA-07","examples/nexus-spatial-discovery.md documents a fan-out: 8 specialist agents (Product Trend Researcher, Backend Architect, Brand Guardian, Growth Hacker, UX Researcher, Support Responder, XR Interface Architect, Project Shepherd) each got the SAME parallel prompt template ('You are the [ROLE]. Given this opportunity… Work independently. Do NOT coordinate with other agents. Focus on depth in your domain.') and ran for ~10 min with zero cross-talk. A final 'Section 10' synthesis pass surfaces where they independently CONVERGED (4 signals, e.g. '2D-first, spatial-second') and lists 4 unresolved TENSIONS (e.g. $29 vs $99 pricing) flagged for human decision—deliberate non-consensus to avoid papering over real tradeoffs.",★,https://raw.githubusercontent.com/msitarzewski/agency-agents/main/examples/nexus-spatial-discovery.md | https://raw.githubusercontent.com/msitarzewski/agency-agents/main/examples/README.md
msitarzewski/agency-agents,pm-team,Division roster as a specialist team preset,"SA-01, SA-04","232 agents are organized into 16 divisions (Engineering 33, Marketing 32, Specialized 54, Product 5, Project Management 7, etc.). The Product division = Manager, Feedback Synthesizer, Sprint Prioritizer, Trend Researcher, Behavioral Nudge Engine; Project Management = Senior PM, Project Shepherd, Studio Producer, Studio Operations, Experiment Tracker, Jira Workflow Steward, Meeting Notes Specialist. Divisions act as named panels you can install/invoke as a set; the Specialized division explicitly includes 'multi-agent orchestration' agents.",,https://github.com/msitarzewski/agency-agents | https://raw.githubusercontent.com/msitarzewski/agency-agents/main/README.md
msitarzewski/agency-agents,pm-team,workflow-* sequential pipeline examples,"SA-15, SA-13","examples/ also holds sequential multi-agent pipelines (workflow-startup-mvp, workflow-landing-page, workflow-book-chapter) where one agent's output feeds the next; workflow-with-memory.md upgrades that manual handoff chain into autonomous tag-addressed memory recall between stages (e.g. Sprint Prioritizer → Backend Architect → Frontend Developer → Reality Checker, the last recalling ALL project-tagged work for a review pass).",,https://raw.githubusercontent.com/msitarzewski/agency-agents/main/examples/workflow-with-memory.md
nanagajui/agentic_prd,pm-team,"agents.yaml role personas (product_manager, product_owner, designer, subject_matter_expert, quality_assurance_designer)","SA-01, SA-14, SA-09","Five agents are defined declaratively in agents.yaml with role/goal/backstory fields, each interpolating the runtime {topic}. crew.py binds each YAML block to a crewAI @agent-decorated method (config=self.agents_config['<name>'], verbose=True) — framework-defined agents, no per-agent tools or model overrides. The PM owns vision + final synthesis; PO owns backlog + acceptance criteria; SME provides domain critique; Designer owns UX/solution design; QA Designer owns the quality plan.",★,https://raw.githubusercontent.com/nanagajui/agentic_prd/main/src/agent_cli/config/agents.yaml | https://raw.githubusercontent.com/nanagajui/agentic_prd/main/src/agent_cli/crew.py
nanagajui/agentic_prd,pm-team,Process.sequential 7-task pipeline,SA-15,"crew.py builds the Crew with process=Process.sequential and tasks auto-collected from @task decorators, so the 7 tasks run in fixed file order: purpose(PM) -> features(PM) -> SME review -> design(Designer) -> backlog(PO) -> QA plan(QA) -> PRD synthesis(PM). The hierarchical option is present but commented out. The SME task is a review/critique stage feeding the designer — an embedded reviewer-in-the-line.",★,https://raw.githubusercontent.com/nanagajui/agentic_prd/main/src/agent_cli/crew.py | https://raw.githubusercontent.com/nanagajui/agentic_prd/main/src/agent_cli/config/tasks.yaml
nanagajui/agentic_prd,pm-team,subject_matter_expert_task as in-pipeline critic,SA-06,The SME task description instructs the agent to 'conduct a thorough review of the features list ... provide feedback on how each feature helps address user needs or how they do not' and to surface aspects the PM overlooked; its output is fed as context into design_task. A sequential reviewer/critic persona embedded mid-chain rather than a separate adversarial pass.,,https://raw.githubusercontent.com/nanagajui/agentic_prd/main/src/agent_cli/config/tasks.yaml
slgoodrich/agents,pm-team,product-manager (router) -> 7 specialists,"SA-01, SA-02, SA-09, SA-15","Markdown+frontmatter agent (model: sonnet, tools Read/Glob/Grep/Task). Body holds an explicit routing TABLE (Market->market-analyst, Users->research-ops, Vision->product-strategist, Roadmap->roadmap-builder, Prioritization->feature-prioritizer, Specs->requirements-engineer, Launch->launch-planner), a 4-step routing procedure (analyze -> gather product-context -> Task() the specialist with full context injected -> handle multi-step by sequencing), a 6-stage product journey map, and a per-specialist skill-loadout list. 'One specialist at a time' — routes sequentially, passes context between them (doc/payload handoff), not parallel fan-out.",★,https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/ai-pm-copilot/agents/product-manager.md
slgoodrich/agents,pm-team,"7 PM specialist agents (market-analyst, research-ops, product-strategist, roadmap-builder, feature-prioritizer, requirements-engineer, launch-planner)","SA-01, SA-09, SA-17","Each is a .md persona with frontmatter declaring model, memory scope, a least-privilege `tools:` allowlist (doc-writers add Write + permissionMode: acceptEdits; analysts stay read-only), and a `skills:` list binding that agent to its framework skills (e.g. requirements-engineer -> specification-techniques/prd-templates/user-story-templates). Tools are scoped per role.",★,https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/ai-pm-copilot/agents/requirements-engineer.md | https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/ai-pm-copilot/agents/context-scanner.md
slgoodrich/agents,pm-team,"context-scanner (utility agent, Haiku)","SA-09, SA-16, SA-17","Deliberately model: haiku ('utility agent... uses Haiku for efficient file operations') while PM specialists run sonnet/opus — explicit model-tiering: cheap model for file-scan grunt work, frontier models for reasoning. memory: local, permissionMode: acceptEdits, tools Read/Glob/Grep/Write, skills: codebase-scanning.",★,https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/ai-pm-copilot/agents/context-scanner.md
slgoodrich/agents,pm-team,validation-sprint team (idea-researcher + market-researcher + idea-skeptic),"SA-04, SA-05, SA-07, SA-08","The /agent-teams:validation-sprint command spawns 3 teammates IN PARALLEL via Claude Code Agent Teams (Phase 2), each with a distinct lens; Phase 3 runs ONE round of mutual cross-examination (each agent gets the other two's reports and challenges them); Phase 4 lead does weighted synthesis into a BUILD/DON'T BUILD/NEEDS-MORE-EVIDENCE verdict with dissent documented. idea-skeptic is model: opus, a dedicated adversarial/devil's-advocate verifier whose explicit job is 'try to kill the idea' using a named attack arsenal (vitamin-not-painkiller, feature-not-product, temporary-differentiation, TAM-fantasy) and a 10-question arsenal, rating each attack FATAL/SERIOUS/CONCERNING and disclosing its own confidence.",★,https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/agent-teams/commands/validation-sprint.md | https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/agent-teams/agents/idea-skeptic.md
slgoodrich/agents,pm-team,prd-stress-test & competitive-war-room team presets,"SA-04, SA-05, SA-06","Two more bundled panels: prd-stress-test runs 3 reviewers (market-fit-reviewer, feasibility-reviewer, scope-reviewer) scoring a PRD independently then flagging conflicts -> READY/NEEDS-REVISION/MAJOR-REWORK; competitive-war-room runs one researcher per named competitor in parallel, synthesized into a positioning map + battle cards. Same independent-investigate -> cross-reference -> synthesize protocol from team-coordination.",★,https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/agent-teams/commands/prd-stress-test.md | https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/agent-teams/commands/competitive-war-room.md | https://raw.githubusercontent.com/slgoodrich/agents/main/plugins/agent-teams/skills/team-coordination/SKILL.md
rohitg00/awesome-claude-code-toolkit,subagent-catalog,agents/business-product/product-manager.md,"SA-01, SA-09, SK-07","Markdown+frontmatter agent (name, description, tools: [Read,Write,Edit,Bash,Glob,Grep], model: opus). System prompt encodes named PM methodologies: JTBD personas, 'As a [persona], I want [capability], so that [outcome]' stories, Given/When/Then acceptance criteria, RICE prioritization, MVP scoping. Enforced output contract: PRD with problem statement + quantified impact, success metrics with baselines, ≥3 acceptance criteria per story, in/out scope, rollout + rollback criteria, versioned PRD with changelog. Standalone — no handoff/orchestration language in the prompt.",★,https://raw.githubusercontent.com/rohitg00/awesome-claude-code-toolkit/main/agents/business-product/product-manager.md
rohitg00/awesome-claude-code-toolkit,subagent-catalog,agents/business-product/scrum-master.md,"SA-01, SA-09, SK-07","Agent persona (tools same six, model opus) as a 'process guardian'. Body is a 10-step operational playbook (sprint planning → standups → impediment tracking → burndown → review → retro → backlog coaching → velocity trending → anti-pattern detection → scope protection) plus quantified verification thresholds (timeboxes met, 48h impediment resolution, ±20% velocity variance). Escalates >48h impediments to management; otherwise standalone, no multi-agent collaboration.",,https://raw.githubusercontent.com/rohitg00/awesome-claude-code-toolkit/main/agents/business-product/scrum-master.md
rohitg00/awesome-claude-code-toolkit,subagent-catalog,agents/orchestration/multi-agent-coordinator.md,"SA-02, SA-03, SA-05, SA-08, SA-11, SA-15","Coordinator persona that enumerates named WORKFLOW patterns (not named agents): Pipeline (sequential transform), Map-Reduce (parallel fan-out → synthesis agent fan-in), Supervisor (planner decomposes → assigns specialists → reviews), Debate (two opposing agents + a judge), Iterative Refinement (draft/review cycles). Routes by DAG topological sort for dependencies; matches work to agents by specialization/availability/historical performance. Roles are functional (planner/specialist/reviewer/synthesis/judge), dynamically assigned, not hardwired endpoints.",★,https://raw.githubusercontent.com/rohitg00/awesome-claude-code-toolkit/main/agents/orchestration/multi-agent-coordinator.md
rohitg00/awesome-claude-code-toolkit,subagent-catalog,"agents/ catalog — 135 agents in 10 category folders, invoked by CLAUDE.md reference","SA-01, SA-09, SA-17","All agents are .md files with identical frontmatter shape (name/description/tools-allowlist/model). Categories: core-development, language-experts, infrastructure, quality-assurance, data-ai, developer-experience, specialized-domains, business-product, orchestration, research-analysis. Invocation pattern per README is by-reference: you cite 'agents/<cat>/<name>.md' in your project CLAUDE.md rather than calling a Task subagent_type — so it's a personas-as-files library you compose manually. tools arrays act as a least-privilege allowlist per agent.",,https://raw.githubusercontent.com/rohitg00/awesome-claude-code-toolkit/main/README.md | https://github.com/rohitg00/awesome-claude-code-toolkit/tree/main
VoltAgent/awesome-claude-code-subagents,subagent-catalog,product-manager / project-manager / business-analyst / scrum-master (08-business-product),"SA-01, SA-09, SA-16, SA-17","Each is a single .md file = YAML frontmatter (name, description as 'Use this agent when…' trigger, tools as a comma-list allowlist [Read, Write, Edit, Glob, Grep, WebFetch, WebSearch — least-privilege, no Bash for these doc-roles], model routed per-role: haiku for product/project/scrum, sonnet for business-analyst) followed by a system prompt with an identical rigid anatomy across all roles: (1) one-line senior-role identity; (2) a numbered 'When invoked' invocation protocol (3-4 steps: query context-manager → review materials → analyze → implement); (3) ~8-12 domain checklists each containing exactly 8 items (e.g. PM: strategy domains, roadmap framework, prioritization methods, product frameworks, lifecycle phases, analytics, stakeholder mgmt, launch checklist); (4) a 'Communication Protocol' section with the JSON context-request block; (5) a 3-phase Development Workflow (Discovery/Planning → Implementation → <Domain> Excellence); (6) an 8-item 'integrate with' collaborator list naming sibling agents. Frontmatter+body IS the whole agent — no separate config/tools file.",★,https://raw.githubusercontent.com/VoltAgent/awesome-claude-code-subagents/main/categories/08-business-product/product-manager.md | https://raw.githubusercontent.com/VoltAgent/awesome-claude-code-subagents/main/categories/08-business-product/scrum-master.md | https://raw.githubusercontent.com/VoltAgent/awesome-claude-code-subagents/main/categories/08-business-product/business-analyst.md | https://raw.githubusercontent.com/VoltAgent/awesome-claude-code-subagents/main/categories/08-business-product/project-manager.md
VoltAgent/awesome-claude-code-subagents,subagent-catalog,agent-installer subagent + per-category collaborator graph,SA-02,"An 'agent-installer' subagent lets Claude Code itself browse this GitHub repo and install agents on request ('find PHP agents and install php-pro globally'). Separately, every agent closes with an 8-item integration list naming sibling agents (PM → ux-researcher, engineering, business-analyst, marketing, sales-engineer, customer-success, data-analyst, scrum-master), forming an implicit hand-off/router graph across the 154-agent catalog — but there is no orchestrator agent that enforces routing; it's advisory text inside each persona.",,https://raw.githubusercontent.com/VoltAgent/awesome-claude-code-subagents/main/README.md | https://raw.githubusercontent.com/VoltAgent/awesome-claude-code-subagents/main/categories/08-business-product/product-manager.md
wshobson/agents,subagent-catalog,194 agents as markdown+frontmatter (name/description/model/tools/color),"SA-09, SA-16, SA-17, SA-01","Each agent is plugins/<name>/agents/<n>.md with frontmatter: name, description (carries 'Use PROACTIVELY for...' auto-trigger), model (opus|sonnet|haiku|inherit, alias-mapped per harness at generation time), optional tools allowlist, color. e.g. business-analyst uses model: sonnet with no tools; team-lead uses model: opus with a 12-tool allowlist (Read/Glob/Grep/Bash/Agent/TeamCreate/Task*/SendMessage). Model-tiering and least-privilege tool-scoping are per-agent frontmatter facts.",★,https://raw.githubusercontent.com/wshobson/agents/main/plugins/business-analytics/agents/business-analyst.md | https://raw.githubusercontent.com/wshobson/agents/main/plugins/agent-teams/agents/team-lead.md | https://raw.githubusercontent.com/wshobson/agents/main/plugins/agent-teams/agents/team-implementer.md
wshobson/agents,subagent-catalog,team-lead orchestrator → worker agents (team-implementer/reviewer/debugger),"SA-02, SA-03, SA-05, SA-06","team-lead (opus) decomposes work into parallelizable units with explicit acceptance criteria + complexity estimates, assigns EXCLUSIVE file ownership per teammate to avoid write conflicts, builds a dependency graph to sequence critical path while maximizing parallelism, then synthesizes outputs (resolving conflicts via tiebreak criteria) into one consolidated report. Workers report at milestones, not continuously. Carries a stated bias toward smaller teams with clearer ownership.",★,https://raw.githubusercontent.com/wshobson/agents/main/plugins/agent-teams/agents/team-lead.md
wshobson/agents,subagent-catalog,team-implementer worker-purity contract,"SA-09, SA-17, CM-06","Worker agent scoped to Read/Write/Edit/Glob/Grep/Bash/Task*/SendMessage with hard rules 'only modify files assigned to you / never touch shared files'; on unclear requirements it messages the lead rather than deciding autonomously; returns a clean summary (changes + integration concerns + deviations) — treating unassigned improvements as observations, not work. Enforces context-firewall discipline so raw worker churn doesn't leak into the orchestrator's context.",★,https://raw.githubusercontent.com/wshobson/agents/main/plugins/agent-teams/agents/team-implementer.md
wshobson/agents,subagent-catalog,agent-teams preset compositions (review/debug/feature/research/security/migration),"SA-04, SA-05, SA-06",/team-spawn <preset> provisions named team panels: e.g. 'security' = 4 reviewers on distinct domains (OWASP/auth/dependencies/secrets); 'debug' = competing-hypothesis investigators collecting evidence in parallel; 'migration' = lead planner + parallel implementers + correctness verifier. Preset defines member count + role distribution; spawned via TeamCreate then per-member Agent calls with role-specific prompts; coordinated via /team-delegate and monitored via /team-status.,★,https://raw.githubusercontent.com/wshobson/agents/main/plugins/agent-teams/commands/team-spawn.md | https://github.com/wshobson/agents/tree/main/plugins/agent-teams
anthropics/claude-plugins-official,vendor-baseline,"feature-dev code-explorer / code-architect agents (.md + frontmatter, tool-scoped, model-pinned)","SA-09, SA-01, SA-17, SA-05, SA-16","agents/code-explorer.md is a markdown agent definition: frontmatter name + description (the routing trigger) + an explicit tools allowlist (Glob,Grep,LS,Read,NotebookRead,WebFetch,TodoWrite,WebSearch,KillShell,BashOutput — read/analysis only, no Edit/Write) + model:sonnet + color, then a system-prompt body specifying a tracing methodology and a required output contract (entry points with file:line, execution flow, and 'list of files absolutely essential to read'). The /feature-dev command launches 2-3 of these in PARALLEL each targeting a different codebase aspect, then reads the files they return — a fan-out whose context firewall is that agents return file lists/summaries, not raw dumps. code-architect is spawned the same way with minimal/clean/pragmatic foci.",★,https://raw.githubusercontent.com/anthropics/claude-plugins-official/main/plugins/feature-dev/agents/code-explorer.md | https://raw.githubusercontent.com/anthropics/claude-plugins-official/main/plugins/feature-dev/commands/feature-dev.md
anthropics/claude-plugins-official,vendor-baseline,code-review parallel multi-agent panel with confidence scoring,"SA-05, SA-16, SA-07, SA-06","The /code-review command spawns agents INLINE (no separate agent files) with deliberate model-tiering: cheap Haiku agents for eligibility triage, CLAUDE.md path gathering, and PR summary; then 5 parallel Sonnet reviewers each with a distinct lens (CLAUDE.md adherence / shallow bug scan / git-blame historical context / prior-PR comments / code-comment guidance); then a Haiku agent PER FLAGGED ISSUE that scores 0-100 confidence against a verbatim rubric; issues under 80 are filtered out; a final Haiku re-runs the eligibility check before posting. A reviewer-panel + adversarial-scoring + model-tiered pipeline expressed entirely in one command file.",★,https://raw.githubusercontent.com/anthropics/claude-plugins-official/main/plugins/code-review/commands/code-review.md | https://raw.githubusercontent.com/anthropics/claude-plugins-official/main/plugins/code-review/.claude-plugin/plugin.json
anthropics/skills,vendor-baseline,Grader subagent (agents/grader.md),"SA-09, SA-07, SA-06","A markdown agent-definition file with a Role/Inputs/Process/Output-Format/Guidelines contract. Reads a run transcript + outputs_dir, verdicts each assertion PASS/FAIL with cited evidence, and — crucially — adversarially refuses surface compliance ('correct filename but empty content = FAIL', 'burden of proof to pass is on the expectation'). Second job: critique the evals themselves (flag non-discriminating assertions, uncovered outcomes). Emits a strict grading.json (fields text/passed/evidence — the viewer depends on exact names).",★,https://raw.githubusercontent.com/anthropics/skills/main/skills/skill-creator/agents/grader.md
anthropics/skills,vendor-baseline,Comparator + Analyzer subagents (blind A/B + post-hoc),"SA-07, SA-08, SA-09","agents/comparator.md does a BLIND comparison — two outputs handed to an independent agent with no label of which skill produced which, to kill confirmation bias. agents/analyzer.md then 'unblinds': reads both skills + both transcripts, scores instruction-following 1-10, attributes the win to specific causes, and emits prioritized improvement_suggestions JSON. analyzer.md has a second mode ('Analyzing Benchmark Results') that surfaces cross-run anomalies (non-discriminating assertions, flaky high-variance evals, time/token tradeoffs) as freeform-but-grounded notes.",★,https://raw.githubusercontent.com/anthropics/skills/main/skills/skill-creator/agents/analyzer.md | https://raw.githubusercontent.com/anthropics/skills/main/skills/skill-creator/SKILL.md
anthropics/skills,vendor-baseline,Parallel with-skill / without-skill executor fan-out,"SA-05, SA-07, SA-03","skill-creator orchestrates: for each test case spawn TWO executor subagents in the SAME turn — one given the skill path, one baseline (no skill / old-snapshot) — launching everything at once so they finish together, each writing to its own outputs/ dir. The main skill is the planner; executors are isolated workers; grader/analyzer are the reviewer chain. A/B paired fan-out is the core measurement primitive.",★,https://raw.githubusercontent.com/anthropics/skills/main/skills/skill-creator/SKILL.md
anthropics/skills,vendor-baseline,agents/ subdirectory convention,SA-09,"Subagent prompts live as plain markdown under the skill's own agents/ folder (skill-creator/agents/{grader,comparator,analyzer}.md) and are loaded on demand — SKILL.md says 'Read them when you need to spawn the relevant subagent.' No separate .claude/agents registry; agents are just JIT-loaded reference files the skill points at. Note: these are NOT YAML-frontmatter Claude Code subagents — they are role-prompt docs the orchestrator pastes into a spawned task.",,https://raw.githubusercontent.com/anthropics/skills/main/skills/skill-creator/SKILL.md | https://api.github.com/repos/anthropics/skills/git/trees/main?recursive=1
