Repo,Scope,Pattern_raw_name,Canonical_codes,How_implemented,Notable,Source_links
itseffi/personal-os,pm-core,AGENTS.md (the brain) + per-runtime wrappers,CM-02,"Single root instruction file defines identity ('personal productivity assistant'), workspace map, task/goal schema, the two core workflows (backlog-processing, daily-guidance), verification discipline, writing-style bans, and skills routing table. Per-runtime files are thin imports: CLAUDE.md is literally one line `@AGENTS.md`; CODEX.md/PI.md/OPENCLAW.md wrap the same source so all harnesses share one brain.",★,https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md | https://raw.githubusercontent.com/itseffi/personal-os/main/CLAUDE.md
itseffi/personal-os,pm-core,GOALS.md goal-anchored prioritization,CM-23,"GOALS.md holds Current Goals (Why-it-matters + Key Results checkboxes + auto-populated Related-tasks), Ongoing focus areas, and a 'Not Now (Parked)' list with reasons, plus a weekly/monthly/quarterly review cadence. AGENTS.md hard-wires relevance to it: every task's Context section must reference a goal, the daily-guidance workflow cross-references GOALS.md before recommending max-3 focus items, and the agent is told to flag tasks that support no current goal.",★,https://raw.githubusercontent.com/itseffi/personal-os/main/GOALS.md | https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
itseffi/personal-os,pm-core,BACKLOG.md capture inbox → Tasks/*.md,"CM-27, CM-11","BACKLOG.md is a quick-capture inbox; the backlog-processing workflow reads it, gathers Knowledge/ context, does a >60%-similarity dedup against existing Tasks/*.md, asks clarifying Qs for ambiguous items, materializes each confirmed item as a Tasks/<slug>.md file with YAML frontmatter, then clears BACKLOG.md back to a stub. Capture-loop + a lightweight lifecycle (backlog→task→status d→pruned after 30 days).",,https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
itseffi/personal-os,pm-core,Task files with YAML frontmatter + resource_refs,"CM-04, CM-25","Each Tasks/*.md carries frontmatter (title, category enum, priority P0-P3 with recommended caps, status n/s/b/d single-letter codes, dates, estimated_time, and a `resource_refs:` list pointing at Knowledge/*.md). Agent lists via glob `Tasks/*.md` then reads to parse frontmatter — IDs/paths in resource_refs are the lazy-retrieval handles to full Knowledge docs loaded on demand.",,https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
itseffi/personal-os,pm-core,Skill progressive disclosure (metadata-then-body),CM-05,"Per the README/skill standard, agents load only skill metadata (name, description, file path) up front and retrieve the full SKILL.md body only when a skill is selected, to preserve context budget over long runs. Reinforced by each SKILL.md's frontmatter being a tight name+description pair and each skill carrying a `When to Use`/`When Not to Use` gate for selection.",,https://raw.githubusercontent.com/itseffi/personal-os/main/.agents/skills/ost-intake/SKILL.md | https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
itseffi/personal-os,pm-core,ost-intake document-handoff (normalized inputs → OST synthesis),CM-08,"ost-intake is an explicit input-normalization stage that collects/cleans four required fields (business_outcome, journey_nodes_as_list as JSON array, interview transcripts, constraints) and emits 'Final normalized values for all four required fields' as the artifact the downstream opportunity-solution-tree skill consumes — a doc-as-baton between two skills.",★,https://raw.githubusercontent.com/itseffi/personal-os/main/.agents/skills/ost-intake/SKILL.md
itseffi/personal-os,pm-core,Evals/ session-eval capture loop → AGENTS.md,"CM-27, CM-22","After significant sessions the agent writes Evals/YYYY-MM-DD-*.md from a fixed template (Judgement enum success/partial/failure/pending, axial-code checkboxes like good-context-gathering / over-engineering / missed-requirements, plus an explicit 'AGENTS.md Improvements' field). A weekly maintenance task reviews recent evals and folds learnings back into AGENTS.md — a self-correction loop that rewrites the governing instruction doc.",★,https://raw.githubusercontent.com/itseffi/personal-os/main/Evals/README.md | https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
itseffi/personal-os,pm-core,Privacy split: gitignored user data vs committed config,—,"Tasks/, Knowledge/, BACKLOG.md, Resources/ are local/gitignored; only AGENTS.md/GOALS.md/skills/System are version-controlled — a deliberate context-vs-private-data boundary (does not map cleanly to a CM code).",,https://raw.githubusercontent.com/itseffi/personal-os/main/AGENTS.md
phuryn/pm-skills,pm-core,CLAUDE.md (single source of truth) + AGENTS.md redirect,CM-02,"Root CLAUDE.md holds repo identity, the skills=nouns/commands=verbs design rule, frontmatter contracts, version-sync rules, and the 'Further Reading neutral tone' output standard. AGENTS.md is a deliberate one-line redirect ('all agent guidance lives in CLAUDE.md — do not duplicate here') so non-Claude harnesses that look for AGENTS.md get pointed to the single source rather than a forked copy.",★,https://raw.githubusercontent.com/phuryn/pm-skills/main/CLAUDE.md | https://raw.githubusercontent.com/phuryn/pm-skills/main/AGENTS.md
phuryn/pm-skills,pm-core,Progressive disclosure via lean frontmatter,CM-05,"CLAUDE.md mandates 'keep frontmatter lean; detailed content goes in body (progressive disclosure)'. Skills auto-load only their name+description into context until contextually relevant (description-match trigger); the full method body is read on demand. No tiered index/map file — relevance is the trigger, not an index.",,https://raw.githubusercontent.com/phuryn/pm-skills/main/CLAUDE.md | https://raw.githubusercontent.com/phuryn/pm-skills/main/pm-product-discovery/skills/opportunity-solution-tree/SKILL.md
phuryn/pm-skills,pm-core,"Command-chained document handoff (/discover, /ship-check)",CM-08,"Slash commands run skills in a fixed order where each step's markdown output (ideas → assumptions matrix → prioritized assumptions → experiments → discovery plan) feeds the next; ship-check chains document-app → security-audit-static → performance-audit-static → derive-tests, each consuming the prior doc. The chaining is prompt-level orchestration in a single command body, not a persisted artifact store — the 'baton' lives only in the running conversation.",,https://raw.githubusercontent.com/phuryn/pm-skills/main/pm-product-discovery/commands/discover.md | https://raw.githubusercontent.com/phuryn/pm-skills/main/pm-ai-shipping/README.md
phuryn/pm-skills,pm-core,shipping-artifacts: document-intent-first as durable context,"CM-10, CM-24","The pm-ai-shipping plugin writes a fixed set of starter docs for an AI-built app (architecture, flows, permissions, variables/secrets, test-coverage; conditional docs for emails/cron) BEFORE auditing. These generated docs become the source-of-truth spec the later audit/test commands execute against — i.e. a command scaffolds N context files into a fixed doc set, then downstream skills read them.",★,https://raw.githubusercontent.com/phuryn/pm-skills/main/pm-ai-shipping/README.md
pratikshadake/claude-product-management-skills,pm-core,references/example.md per skill (skill + example pair),CM-08,"Weak document-handoff at best: each skill's SKILL.md links to a single references/example.md worked output. There is no cross-skill artifact chaining, no index/map file, no CLAUDE.md root instruction file, no memory/KB, no handoff journal. The repo deliberately has near-zero context-management machinery — it is a pure stateless skill catalog (root contains only LICENSE, README.md, skills/).",,https://raw.githubusercontent.com/pratikshadake/claude-product-management-skills/main/skills/problem-clarity/references/example.md | https://github.com/pratikshadake/claude-product-management-skills
product-on-purpose/pm-skills,pm-core,AGENTS.md universal agent-discovery file,"CM-02, CM-25","Root-level AGENTS.md is the cross-harness identity+routing doc: it catalogs all skills by phase classification, documents output-standard contracts (Meeting Skills Contract, Foundation/Design Sprint Contracts), lists routing rules/refusal guardrails, and names the sub-agent roster. Acts as the index/map a non-Claude agent reads to discover what skills exist and how to route. Paired with CLAUDE.md which carries house-style rules (no em-dash) and public-vs-private documentation rules.",★,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/AGENTS.md | https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/CLAUDE.md
product-on-purpose/pm-skills,pm-core,SKILL.md description-driven skill router (pm-skill-router),"CM-05, CM-25","Discovery is frontmatter-driven: an internal pm-skill-router sub-agent (not user-facing) matches an incoming query against each skill's description: field to pick the single best skill — a 'key-free engine' routing on semantic intent rather than command patterns. Skill bodies are only drilled into once the description matches, so the catalog stays as lightweight progressive-disclosure summaries until a skill is selected.",★,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/AGENTS.md
product-on-purpose/pm-skills,pm-core,phase-router.mjs SessionStart hook (phase detection → skill injection),"CM-19, CM-03, CM-23","A SessionStart hook detects the current Triple-Diamond phase from two signals — git branch name (branchPhase) and working-dir artifact structure (artifactPhase) — reconciles them via resolvePhase(), then looks up the top-4 skills for that phase from a phase-map built off SKILL.md classifications and injects a one-line message into session context: 'You appear to be in the [Phase] phase... Relevant pm-skills: [...]. Invoke the one that fits.' Stays silent (returns null) on any failure. This is lifecycle-hook-driven, goal/phase-anchored context priming.",★,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/hooks/phase-router.mjs | https://github.com/product-on-purpose/pm-skills/tree/main/hooks
product-on-purpose/pm-skills,pm-core,PreToolUse guardrails.mjs (house-rule firewall),"CM-19, CM-22","A PreToolUse hook scans outgoing tool calls for banned characters/patterns (em-dash/en-dash, placeholders, fabricated metrics) and blocks them before they're written, enforcing the CLAUDE.md house rules at the harness level rather than relying on the model to remember. Registered via hooks.json with matchers; lib/local-config.mjs lets a repo-local .claude/pm-skills.local.md tune behavior.",,https://github.com/product-on-purpose/pm-skills/tree/main/hooks | https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/.claude-plugin/plugin.json
product-on-purpose/pm-skills,pm-core,_agent-context/ (DECISIONS.md + session-log/ + per-harness dirs),"CM-09, CM-08","A reserved underscore-prefixed dir holding cross-session/cross-agent continuity: DECISIONS.md (durable decision log), session-log/ (interaction records), and claude/ + codex/ subdirs for per-harness context. Functions as a session-handoff/journal layer preserving operational continuity across agent instances and harnesses.",,https://github.com/product-on-purpose/pm-skills/tree/main/_agent-context
product-on-purpose/pm-skills,pm-core,Workflow document-handoff chains (_workflows/*.md),"CM-08, CM-10","Each workflow file (e.g. feature-kickoff.md) defines an ordered skill chain where each step's artifact explicitly feeds the next ('Problem → Hypothesis → PRD → User Stories → Launch'), with named handoff guidance describing what context each artifact passes downstream. The PRD/problem-statement artifacts are the durable source-of-truth that later steps execute against.",,https://github.com/product-on-purpose/pm-skills/blob/main/_workflows/feature-kickoff.md
product-on-purpose/pm-skills,pm-core,Orchestrator on-disk artifact persistence (_pm-skills/plan-orchestrator/<run>/),"CM-08, CM-20","For multi-step runs the pm-workflow-orchestrator persists each confirmed step artifact to disk at _pm-skills/plan-orchestrator/<run>/; downstream steps read the confirmed on-disk version. On a user edit at a checkpoint, both the in-context capture and the disk file are overwritten atomically before advancing — keeping context and disk artifact in sync as the baton passes.",,https://raw.githubusercontent.com/product-on-purpose/pm-skills/main/agents/pm-workflow-orchestrator.md
shawnpang/startup-founder-skills,pm-core,startup-context (foundation skill at .agents/startup-context.md),"CM-03, CM-24, CM-02","A single shared markdown file (.agents/startup-context.md) holds 8 fixed sections — Company, Product, Market, Business Model, Team, Fundraising, Goals — that every other skill is contractually required to `reads: [startup-context]` and 'read this context first' before generating output, so all 50 skills produce company-tailored rather than generic output. If the file is missing, the startup-context skill interviews the founder across three rounds and writes the file. Data philosophy: factual-only, unknown fields marked 'TBD' rather than speculated. Acts as the always-loaded core-facts preamble AND the context-scaffolding setup step (it writes the one canonical context file the rest of the system reads).",★,https://raw.githubusercontent.com/shawnpang/startup-founder-skills/main/skills/startup-context/SKILL.md | https://raw.githubusercontent.com/shawnpang/startup-founder-skills/main/README.md
shawnpang/startup-founder-skills,pm-core,`reads:` + `related:` frontmatter wiring,"CM-25, CM-05","Each SKILL.md frontmatter carries `reads: [startup-context]` (declares its context dependency) and `related: [skillA, skillB]` (declares its neighbors in the workflow graph, e.g. prd-writing → roadmap-planning, mvp-scoping). This is a lightweight declarative index of where context lives and which skills chain — no vector DB, no runtime retrieval engine; the agent follows the `reads`/`related` pointers as a static map. Frontmatter `description`/`trigger` ('When the user needs to...') is the progressive-disclosure layer the agent scans before drilling into the body.",★,https://raw.githubusercontent.com/shawnpang/startup-founder-skills/main/skills/prd-writing/SKILL.md | https://raw.githubusercontent.com/shawnpang/startup-founder-skills/main/skills/roadmap-planning/SKILL.md | https://raw.githubusercontent.com/shawnpang/startup-founder-skills/main/skills/competitive-analysis/SKILL.md
shawnpang/startup-founder-skills,pm-core,PRD-as-source-of-truth output,CM-10,"prd-writing produces a durable 8-section PRD (Summary, Contacts, Background, Objective, Market Segment(s), Value Proposition(s), Solution, Release) that downstream skills (roadmap-planning, mvp-scoping) consume via the `related` chain — the written spec is the artifact the next step reads.",,https://raw.githubusercontent.com/shawnpang/startup-founder-skills/main/skills/prd-writing/SKILL.md
anombyte93/prd-taskmaster,pm-framework,Stateless phase pipeline anchored on .atlas-ai/state/pipeline.json (go orchestrator + current_phase()),"CM-09, CM-08","The `go` orchestrator holds NO local state. Every phase skill calls mcp__plugin_prd_go__current_phase() on entry to read pipeline.json, so the pipeline 'survives context loss' — a compaction or fresh session re-derives where it is. Routing is a pure switch: null/SETUP→/prd:setup, DISCOVER→/prd:discover, GENERATE→/prd:generate, HANDOFF→/prd:handoff, EXECUTE→/prd:execute-task; it re-checks phase after each skill returns. The state file plus per-phase artifacts (prd.md, tasks.json) are the durable continuity layer across sessions.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/go/SKILL.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/discover/SKILL.md
anombyte93/prd-taskmaster,pm-framework,PRD-as-source-of-truth + vendor-neutral tasks.json,"CM-10, CM-04",".taskmaster/docs/prd.md is the graded durable spec; it is parsed into .taskmaster/tasks/tasks.json (dependencies, complexity scores, subtasks, research_notes). AGENTS.md moat #3 is 'persistent vendor-neutral task graph' — tasks.json is 'plain repo files [that] survive vendor swaps' across Claude/Codex/Gemini and across sessions. Tasks store IDs + research notes and are loaded just-in-time by execution; workers receive task JSON embedded in their prompt rather than reading shared files.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/generate/SKILL.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/AGENTS.md
anombyte93/prd-taskmaster,pm-framework,CLAUDE.md (Atlas north-star) + AGENTS.md (harness-neutral operating contract) + SKILL.md (normative spec),"CM-02, CM-22","Three-tier instruction split with explicit roles: 'SKILL.md = normative behavior spec; AGENTS.md = harness-neutral operating contract; CLAUDE.md = north-star/identity.' CLAUDE.md encodes non-negotiable invariants ('four moats', 'unfakable Done = oracle-PASS AND code WIRED/EXEMPT', stdlib-only Python, flock-guarded telemetry appends, fail-closed gates) that act as an anti-drift constitution; 'documentation must align with implementation, not vice versa' and structural tests enforce these doc invariants in CI.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/CLAUDE.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/AGENTS.md
anombyte93/prd-taskmaster,pm-framework,CONSTRAINTS CAPTURED block carried from discovery into the spec,"CM-08, CM-20","discover must emit a typed 'CONSTRAINTS CAPTURED:' block (tech stack, timeline, team, budget, integrations, regulatory, domain restrictions) and pass it forward as advance_phase evidence. generate's Step 3 then enforces that EVERY captured constraint reappears in prd.md or the phase halts — 'if a constraint is mentioned in discovery but missing from the spec, that's a bug.' A typed payload is the baton handed between phases, gate-checked at the seam.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/discover/SKILL.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/generate/SKILL.md
anombyte93/prd-taskmaster,pm-framework,Durable worker inbox + structured execute-log.jsonl + feedback.jsonl,"CM-06, CM-19","Fleet workers report results through a 'durable inbox rather than agent claims' using exactly four terminal statuses (DONE / DONE_WITH_CONCERNS / NEEDS_CONTEXT / BLOCKED) — the orchestrator trusts the inbox + CDD evidence cards, not the worker's prose, a context-firewall against unverified narrative. Every execute iteration appends strictly-typed JSON to .atlas-ai/state/execute-log.jsonl (narrative text in a boolean field is a logging violation); feedback_submit appends run outcomes to feedback.jsonl. A Stop hook (evidence_gate.py) and SessionStart-style heartbeat cron persist/guard state across the lifecycle.",,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/execute-fleet/SKILL.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/execute-task/SKILL.md | https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/hooks/hooks.json
anombyte93/prd-taskmaster,pm-framework,Worker-embedded task JSON with sole-writer control plane,"CM-07, CM-20","Each fleet worker gets a fresh isolated context: a dedicated git worktree + branch and the FULL task JSON embedded directly in its prompt, so it never reads the shared tasks.json. The 'Sole-Writer Rule' makes ONLY the orchestrator mutate tasks.json and pipeline.json — eliminating control-plane races and keeping each worker a clean, one-task-one-context unit.",★,https://raw.githubusercontent.com/anombyte93/prd-taskmaster/main/skills/execute-fleet/SKILL.md
automazeio/ccpm,pm-framework,"PRD/Epic/Task files in .claude/ as source of truth ('Requirements live in files, not heads')","CM-10, CM-08","Every artifact is a markdown file with YAML frontmatter under a fixed tree: .claude/prds/<name>.md (PRD) -> .claude/epics/<name>/epic.md (technical epic, links back to PRD via metadata) -> .claude/epics/<name>/NNN.md (numbered task files) -> renamed to GitHub issue numbers after sync. Each phase reads the prior phase's file and writes the next (doc-as-baton): plan reads PRD->writes epic, structure reads epic->writes tasks, execute reads task+analysis->writes code+progress. State persists across sessions in files, not chat, so 'context evaporation' between sessions is avoided.",★,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/conventions.md | https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/plan.md | https://raw.githubusercontent.com/automazeio/ccpm/main/README.md
automazeio/ccpm,pm-framework,GitHub Issues as the coordination database,"CM-14, CM-10","After sync.md runs, the canonical task store moves OUT of local files into GitHub: `gh issue create` makes one issue per epic/task, the optional yahsan2/gh-sub-issue extension creates a parent epic issue with child sub-issues for true hierarchy, and local NNN.md files are renamed to the returned issue numbers (sed rewrites depends_on/conflicts_with arrays to real issue numbers, frontmatter gets the github: URL). Agents then coordinate via issue comments + commits referencing 'Issue #N', so progress lives in a shared external DB humans and other tools can see — not in any single agent's window.",★,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/sync.md | https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/conventions.md
automazeio/ccpm,pm-framework,Tiered skill -> references -> scripts loading,"CM-01, CM-05, CM-25","SKILL.md is the always-loaded Tier-1 router (just frontmatter + an intent->reference table). It names one reference file per lifecycle phase (plan/structure/sync/execute/track) plus a shared conventions.md; the model loads only the reference matching the detected intent (progressive disclosure). Reference files in turn point to deterministic bash scripts for any read-only query, so heavy procedural detail and constants stay out of context until the phase is active.",★,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/SKILL.md | https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/track.md
automazeio/ccpm,pm-framework,Per-stream progress files (updates/<N>/stream-<X>.md) + file-scope isolation,"CM-06, CM-08","Each parallel agent writes its own progress file at .claude/epics/<epic>/updates/<N>/stream-<X>.md (frontmatter: issue, stream, started, status) and is restricted to an assigned file scope from the analysis file. This is the repo's real 'context firewall': agents don't dump raw work into the main thread — they isolate by file scope and surface state through per-stream files + commit messages, so the orchestrator sees structured status rather than each agent's full reasoning. NOTE: I found NO explicit 'sub-agent returns a compact summary' instruction; the firewall here is scope+file isolation, not an enforced summary-return contract.",★,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/execute.md
automazeio/ccpm,pm-framework,Deterministic bash status scripts (no-LLM tracking),"CM-04, CM-25","track.md states tracking 'use[s] bash scripts directly for speed and consistency — the LLM is not needed; just run the script and present the output.' 14 scripts (status.sh, standup.sh, blocked.sh, next.sh, epic-status.sh, validate.sh, search.sh, etc.) scan the .claude/epics/ file tree and emit fresh status, so the model retrieves state on demand via grep-like scripts instead of holding it in context or using a vector store.",,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/track.md | https://github.com/automazeio/ccpm/tree/main/skill/ccpm/references/scripts
automazeio/ccpm,pm-framework,.claude/context/ shared project context + epic archival lifecycle,CM-11,"conventions.md defines a .claude/context/ dir for shared project context and .claude/epics/archived/ for completed epics — epics move from active -> archived as a lifecycle/state-machine on the folder, and progress is recalculated by counting closed tasks against total when tasks close.",,https://raw.githubusercontent.com/automazeio/ccpm/main/skill/ccpm/references/conventions.md
bmad-code-org/BMAD-METHOD,pm-framework,_bmad/config.yaml core variables + agent roster,"CM-02, CM-03, CM-25","A single declarative config.yaml holds always-loaded core facts (user_name, project_name, communication_language, document_output_language, output_folder, user_skill_level beginner/intermediate/expert) plus path indices (planning_artifacts, implementation_artifacts, project_knowledge=docs) and the 6-member agent roster (Mary/analyst, Paige, John/PM, Sally/UX, Winston/architect, Amelia/dev with codes+icons). Every agent step-4 'loads persistent facts and config' from it; it doubles as the map of where artifacts live (no vector DB).",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/module.yaml
bmad-code-org/BMAD-METHOD,pm-framework,AGENTS.md root file,CM-02,Root AGENTS.md sets cross-harness identity + non-negotiable rules: Conventional Commits for every commit; pre-push 'npm ci && npm run quality' replicating .github/workflows/quality.yaml; skill validation via 'npm run validate:skills'. It is the framework's contributor-facing root instruction file rather than a per-project context root.,,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/AGENTS.md
bmad-code-org/BMAD-METHOD,pm-framework,planning-artifacts → implementation-artifacts doc-baton chain with SELECTIVE_LOAD,"CM-08, CM-04, CM-10","Each SDLC phase writes a markdown artifact the next phase reads. bmad-create-story step-2/3 SELECTIVE_LOADs epics/PRD/architecture/UX from {planning_artifacts}/*epic*.md etc. (whole OR sharded), reads sprint-status.yaml and prior story files, then emits {implementation_artifacts}/{{story_key}}.md (e.g. 1-2-user-authentication.md) with a fat 'Dev Notes / References' section citing source doc paths+sections — the story file is the durable baton the dev agent executes against. SELECTIVE_LOAD = lazy: pull only the relevant shard, not the whole doc.",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/4-implementation/bmad-create-story/SKILL.md | https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/4-implementation/bmad-create-story/template.md
bmad-code-org/BMAD-METHOD,pm-framework,bmad-shard-doc,"CM-01, CM-25","Splits a large markdown doc (e.g. architecture.md) into one file per level-2 (##) section under a folder + an index.md navigation hub, via 'npx @kayvan/markdown-tree-parser explode'. Produces a Tier-2 index + Tier-3 just-in-time section files so downstream skills load single shards rather than the monolith. Explicitly instructs deleting/archiving the original to avoid duplicate-source confusion; shards are concatenable to reconstruct.",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/core-skills/bmad-shard-doc/SKILL.md
bmad-code-org/BMAD-METHOD,pm-framework,bmad-spec SPEC.md + append-only .memlog.md,"CM-10, CM-21, CM-08","Distills any messy input (brain dump, PRD, transcript, email) into a SPEC.md kernel of 5 fields (Why, Capabilities-with-stable-IDs, Constraints, Non-goals, Success-signal) inside a folder. The authority is .memlog.md, an APPEND-ONLY chronological log; SPEC.md is RE-DERIVED from the memlog every run (never hand-edited), so multiple upstream skills (PRD/UX/arch) can feed updates in any order with no merge drift, and stable capability IDs survive across updates. A companions: array lets consumers discover all referenced files. 'Every downstream BMad skill consumes' this contract.",★,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/core-skills/bmad-spec/SKILL.md
bmad-code-org/BMAD-METHOD,pm-framework,persistent_facts via customize.toml (file:{project-root}/**/project-context.md),"CM-03, CM-24","Each agent's customize.toml declares persistent_facts that resolve file globs (PM loads file:{project-root}/**/project-context.md) and inject them as always-present session facts. Combined with activation_steps_prepend/append hooks, this scaffolds a fixed per-project context surface every persona reloads on activation.",,https://raw.githubusercontent.com/bmad-code-org/BMAD-METHOD/main/src/bmm-skills/2-plan-workflows/bmad-agent-pm/customize.toml
bmad-code-org/BMAD-METHOD,pm-framework,bmad-index-docs,CM-25,Core skill that builds/maintains an index of project docs (map of where knowledge lives) for retrieval — pairs with shard-doc's index.md hubs to give file-traversal retrieval without a vector store.,,https://github.com/bmad-code-org/BMAD-METHOD/tree/main/src/core-skills
buildermethods/agent-os,pm-framework,agent-os/standards/ + standards/index.yml (Discover → Index → Inject layering),"CM-25, CM-24, CM-04, CM-05","Standards are documented codebase conventions stored as agent-os/standards/[folder]/[standard].md (folders like api/, database/, javascript/, css/, testing/; root = files directly under standards/). A machine-readable map lives at agent-os/standards/index.yml in the shape `folder: { file: { description: '...' } }`, alphabetized by folder then file, .md extensions stripped, single-line descriptions — a pure markdown/YAML index with NO vector DB. /inject-standards reads ONLY the index first (cheap), analyzes the current conversation, then loads the 2-5 full standard files that actually apply just-in-time. This is explicit progressive disclosure: index acts as the Tier-2 'map of where knowledge lives', full standard bodies are Tier-3 loaded on demand.",★,https://raw.githubusercontent.com/buildermethods/agent-os/main/commands/agent-os/index-standards.md | https://raw.githubusercontent.com/buildermethods/agent-os/main/commands/agent-os/inject-standards.md | https://raw.githubusercontent.com/buildermethods/agent-os/main/commands/agent-os/discover-standards.md
buildermethods/agent-os,pm-framework,shape-spec timestamped spec folder (plan.md / shape.md / standards.md / references.md / visuals/),"CM-10, CM-11, CM-08","The /shape-spec command (must run in Plan mode) produces a per-feature folder named `[timestamp]-[feature-slug]` containing five durable artifacts: plan.md (the executable plan), shape.md (decisions + context/rationale), standards.md (the exact technical guidelines that apply, copied in so the spec is self-contained), references.md (pointers to similar existing code to imitate), and visuals/ (mockups/screenshots). Hard rule: Task 1 of every plan is ALWAYS 'Save spec documentation' BEFORE any implementation — so the written spec is persisted and discoverable as the source of truth before code is touched. Each spec folder is a self-contained change unit (folder-per-change) and a doc-handoff baton: shape → plan → implementation reads forward.",★,https://raw.githubusercontent.com/buildermethods/agent-os/main/commands/agent-os/shape-spec.md
buildermethods/agent-os,pm-framework,"agent-os/product/ context scaffolding (mission.md, roadmap.md, tech-stack.md)","CM-24, CM-23","/plan-product writes three starter product-context files into a fixed folder agent-os/product/: mission.md (problem, target users, unique solution), roadmap.md (phased MVP + post-launch features), tech-stack.md (frontend/backend/db/infra choices). /shape-spec step 4 ('Check product goals') reads these when planning a feature, so product mission/roadmap anchor relevance of new specs. tech-stack.md doubles as a seed standard shipped in profiles/default/global/.",,https://raw.githubusercontent.com/buildermethods/agent-os/main/commands/agent-os/plan-product.md | https://raw.githubusercontent.com/buildermethods/agent-os/main/profiles/default/global/tech-stack.md
buildermethods/agent-os,pm-framework,profiles + config.yml inheritance (base install vs project install),CM-24,"config.yml (version: 3.0, default_profile: default) defines named profiles with optional `inherits_from` chains. A base install holds reusable standards under profiles/<name>/ (e.g. profiles/default/global/tech-stack.md). scripts/project-install.sh resolves the active profile + inheritance chain and copies that profile's standards into PROJECT_DIR/agent-os/standards/, then auto-generates standards/index.yml, then copies the 5 commands into .claude/commands/agent-os/. sync-to-profile.sh pushes project-refined standards back up to the shared profile — a two-way standards library across projects.",,https://raw.githubusercontent.com/buildermethods/agent-os/main/config.yml | https://raw.githubusercontent.com/buildermethods/agent-os/main/scripts/project-install.sh | https://github.com/buildermethods/agent-os/tree/main/scripts
cdeust/ai-prd-generator-plugin,pm-framework,CLAUDE.md root identity + Cowork-mode rules,CM-02,"Root CLAUDE.md sets plugin identity and the hard operating rule that in Cowork (hosted VM) there is no GitHub API, so codebase analysis MUST use local Glob/Grep/Read against shared directories; users must share folders before analysis. Defines the 3-command workflow surface.",,https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/CLAUDE.md
cdeust/ai-prd-generator-plugin,pm-framework,Skill split into 6 just-in-time reference files,"CM-01, CM-05","SKILL.md is the always-loaded core; it defers full specs to sibling files loaded on demand: workflow-phases.md, output-formats.md, enterprise-requirements.md, engines-and-innovations.md, rag-and-reference.md, plus skill-config.json. SKILL.md holds the index/pointers ('detailed in external file engines-and-innovations.md') so heavy spec text is pulled only when the relevant phase runs.",★,https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/skills/ai-prd-generator/SKILL.md | https://raw.githubusercontent.com/cdeust/ai-prd-generator-plugin/main/skills/ai-prd-generator/engines-and-innovations.md
