Repo,Scope,Takeaway
VoltAgent/awesome-claude-code-subagents,subagent-catalog,Ship a collaborator list inside each agent (which sibling roles it hands off to) so a multi-role PM team self-documents its workflow graph without a central orchestrator.
VoltAgent/awesome-claude-code-subagents,subagent-catalog,"Package and distribute role packs as installable plugins per category, with a self-service installer agent, so a corporate program can roll out 'the product team' as one bundle."
wshobson/agents,subagent-catalog,"Treat agent/skill quality as MEASURED, not asserted: stand up a plugin-eval-style harness (cheap static lint → LLM-judge on a few semantic dimensions → a handful of real simulated invocations) and gate every new PM agent/skill on a composite score before it ships to the org."
wshobson/agents,subagent-catalog,Make 'triggering accuracy' the first thing you optimize — the rubric weights it 0.25 (highest) and the methodology skill states it gives the fastest composite gains; for an AI-PM enablement program that means investing in crisp 'Use this when...' descriptions over fancy bodies.
wshobson/agents,subagent-catalog,"Author once, deliver everywhere: keep a single markdown source of truth for each agent/skill and generate harness-native artifacts, so the PM org isn't maintaining divergent copies for Claude Code vs Cursor vs Copilot."
wshobson/agents,subagent-catalog,"Encode anti-patterns as automatic penalties (over-constraining language, empty descriptions, missing triggers, dead cross-refs) so quality drift is caught mechanically rather than in review."
wshobson/agents,subagent-catalog,"Use the team-lead/worker pattern for multi-step PM work: an opus orchestrator decomposes into file-ownership-bounded parallel tasks, workers return clean summaries (context firewall), lead synthesizes — with model-tiering (cheaper models for narrow workers) to control cost."
wshobson/agents,subagent-catalog,"Run a 'doc gardener' drift check (dead links, stale files, oversized bodies) on the whole knowledge/skill corpus in CI to keep a large catalog coherent as it grows."
rohitg00/awesome-claude-code-toolkit,subagent-catalog,"Ship a hooks.json starter for the PM team: SessionStart loads the relevant area README + open decisions, SessionEnd appends a learning-log entry — making 'remember across sessions' a harness guarantee, not a habit."
rohitg00/awesome-claude-code-toolkit,subagent-catalog,Adopt the context-manager's explicit handoff briefing contract (objective + file paths + constraints + expected output; exclude debug history/rejected approaches) as the standard template every PM subagent must emit when delegating.
rohitg00/awesome-claude-code-toolkit,subagent-catalog,Borrow the five named orchestration topologies as a shared vocabulary so PMs can say 'run this as Map-Reduce' or 'Debate-with-judge' instead of ad-hoc prompting.
rohitg00/awesome-claude-code-toolkit,subagent-catalog,"Define PM agents as frontmatter files with a tools allowlist + model + a HARD output contract (e.g. ≥3 acceptance criteria/story, baselined metrics, rollback criteria) so PRD quality is enforced, not hoped for."
rohitg00/awesome-claude-code-toolkit,subagent-catalog,Treat skills like packages: a 'npx skills add owner/repo' install path plus a thin curated allowlist lets a corporate program centrally bless community skills while preserving provenance frontmatter.
rohitg00/awesome-claude-code-toolkit,subagent-catalog,"Note the gap as a lesson: this catalog has rich engineering skills but ZERO PM/product skill and no PM command — PM capability sits only in agent personas. A jumpstart program should fill the missing PM skill+command layer (RICE calculator, PRD-evolve, discovery interview)."
coreyhaines31/marketingskills,growth-marketing,"Anchor an AI-PM enablement pack on ONE shared, agent-authored product-context file (positioning/ICP/JTBD/competitors/proof) that every skill reads first — this single move kills the repeated 'tell me about your product' tax and is the highest-leverage pattern in the repo."
coreyhaines31/marketingskills,growth-marketing,"Ship skills with packed trigger-phrase descriptions AND explicit scope cross-refs ('For X, see Y') — auto-invocation and clean handoffs both depend on the description field, not the body."
coreyhaines31/marketingskills,growth-marketing,"Make skill quality a CI gate: a cheap bash linter (name=dir, description length, trigger-word presence, <500 lines, version-under-metadata) plus an official validator, fanned out per changed skill, keeps a large library consistent as contributors grow."
coreyhaines31/marketingskills,growth-marketing,Auto-generate the catalog/index (marketplace + README table) from the skills folder via CI so documentation never drifts — critical once you pass ~20 skills.
coreyhaines31/marketingskills,growth-marketing,"Bundle a zero-dependency executable tool layer with a universal --dry-run so skills can actually touch GA4/Stripe/CRM safely, and keep an index/registry file as the map agents read before loading any one integration guide (just-in-time, not all-at-once)."
coreyhaines31/marketingskills,growth-marketing,"Encode named frameworks (JTBD Four Forces, impact-ordered CRO diagnostic, ORB channels) directly into the prompt body with worked structure, so the skill teaches method rather than just generating a doc — and split diagnosis skills (analyze) from generation skills (produce)."
coreyhaines31/marketingskills,growth-marketing,"Keep skills harness-portable by routing one runtime's power features into a separate AGENTS.md/overrides layer, never into the shared skill body."
zubair-trabzada/ai-marketing-claude,growth-marketing,"For multi-aspect evaluation work (vendor reviews, design reviews, launch readiness), shard by EVALUATION DIMENSION not by task: one subagent per scoring axis with an explicit per-band rubric, launched in parallel, then reduced by a published weight vector — the weights make the org's priorities legible and reviewable."
zubair-trabzada/ai-marketing-claude,growth-marketing,Make subagent prompts end with a rigid return-block template so only a compact structured summary re-enters the orchestrator context; this is how you keep a 5-way fan-out from blowing the main window with raw fetch dumps.
zubair-trabzada/ai-marketing-claude,growth-marketing,"Run a cheap shared 'discovery/classification' pass once and inject the result (here: business-type + page-map) into every parallel worker, so they share framing instead of each re-deriving it 5 times."
zubair-trabzada/ai-marketing-claude,growth-marketing,Coordinate multi-step deliverables through named artifact files in a working folder and have downstream steps opportunistically fold in whichever exist — a no-infra handoff bus that also gives the user inspectable intermediate outputs.
zubair-trabzada/ai-marketing-claude,growth-marketing,"Split judgment from rendering for client deliverables: constrain the model to emit a strict JSON schema, then let deterministic code (reportlab/charts) render the polished PDF — reproducible formatting, no LLM layout drift."
zubair-trabzada/ai-marketing-claude,growth-marketing,Ship as a flat installer (install.sh copies into ~/.claude/skills and ~/.claude/agents) with a single namespaced command surface (/market <verb>) — low-friction distribution pattern for an internal enablement pack.
AgriciDaniel/claude-seo,growth-marketing,Decompose a broad function (here: SEO) into one router skill + many single-responsibility sub-skills + tool-scoped specialist agents + deterministic scripts; the 3-layer directive/orchestration/execution split keeps each piece testable and the router thin.
AgriciDaniel/claude-seo,growth-marketing,"Put domain knowledge in references/ files loaded on demand, not in the SKILL.md body — the orchestrator only needs a routing table, so context stays cheap until a specialist actually needs detail (progressive disclosure)."
AgriciDaniel/claude-seo,growth-marketing,"Gate subagent spawning on runtime signals (detected context, available integrations, prior state) so a workflow scales its team to the actual task instead of always running the full roster — directly transferable to PM audits that vary by product type."
AgriciDaniel/claude-seo,growth-marketing,Make the inter-step contract a typed JSON artifact (audit-data.json) that a separate rendering step consumes — decouples reasoning from deliverable production and lets you regenerate reports without re-running analysis.
AgriciDaniel/claude-seo,growth-marketing,Enforce output quality with a PostToolUse hook that validates every file the agent writes (schema validation here) — an inline CI gate rather than trusting the model's output.
AgriciDaniel/claude-seo,growth-marketing,"Design for portability and graceful degradation: write delegation so it runs as parallel subagents where supported and falls back to sequential inline where not, and expose the same assets to multiple harnesses via plugin.json + AGENTS.md."
AgriciDaniel/claude-seo,growth-marketing,Ground every recommendation in a falsifiable observation + success metric + failure-mode check — a reusable rubric for keeping AI-PM outputs evidence-bound rather than generic.
agentii-ai/growth-hacking-kit,growth-marketing,"A 'constitution' file of 5-10 non-negotiable principles, compiled into explicit Mandatory-vs-Advisory check gates that a planning step must pass (and that BLOCK execution when unjustified), is a clean anti-drift mechanism an AI-PM program can adopt for any artifact type — bind the gates to your own quality bar (e.g. 'evidence-bound, named owner, measurable success metric')."
agentii-ai/growth-hacking-kit,growth-marketing,"Spec→plan→tasks→implement as a document-handoff chain — each step writes one artifact the next reads, with a small bootstrap script emitting a JSON contract (paths + branch) — is a runtime-agnostic way to make multi-step PM work repeatable and auditable without any memory/DB layer."
agentii-ai/growth-hacking-kit,growth-marketing,Encode the SUCCESS METRICS into the methodology up front and make them a quantitative go/no-go checkpoint (here: pilot k-factor/engagement thresholds that pause execution) — forces measurement-first thinking and prevents 'ship anyway' drift; a corporate PM jumpstart can wire RICE/NSM thresholds the same way.
agentii-ai/growth-hacking-kit,growth-marketing,"A self-validating spec: after generating, the agent writes its own quality checklist, scores the spec against it, and iterates up to N times until green — a cheap, harness-independent output-quality contract worth copying into any doc-generation skill."
agentii-ai/growth-hacking-kit,growth-marketing,"Multi-kit namespace isolation (own hidden dir, own command prefix, own env var, own package) is a practical pattern for shipping several role-specific 'kits' (PM, growth, design, blog) that coexist in one repo/agent without command collisions — directly relevant to a SoftServe enablement program serving multiple job functions."
agentii-ai/growth-hacking-kit,growth-marketing,"One source dir + a CI matrix that fans out to N agent × M script variants with automated validation (no leftover upstream refs, correct structure, correct governance version) lets a single team maintain cross-harness skills (Claude Code/Cursor/Gemini/Copilot) from one place."
anthropics/skills,vendor-baseline,"Standardize on the canonical SKILL.md: folder-named, two-required-field frontmatter (name + description), with ALL triggering intelligence packed into a deliberately pushy, keyword-dense, exclusion-bearing description — this single convention makes skills discoverable and is the cheapest enablement win for an AI-PM program."
anthropics/skills,vendor-baseline,Teach the three-tier loading budget explicitly (always-on metadata / on-trigger body <500 lines / JIT references + executable scripts) so PMs design skills that scale without blowing the context window — pointer-to-reference-file with a TOC beats inlining.
anthropics/skills,vendor-baseline,"Adopt skill-creator as the enablement flywheel: a meta-skill + template that interviews the PM, drafts the skill, auto-runs with-skill vs baseline evals, and produces a quantitative benchmark — turning 'write a prompt' into a measured, iterated artifact non-engineers can run."
anthropics/skills,vendor-baseline,"Use the description-optimization loop (20 trigger/non-trigger queries, train/held-out split, x3 runs) as the QA gate for any skill library — it catches the silent failure mode of skills that never fire or fire on the wrong request."
anthropics/skills,vendor-baseline,"Borrow the grader's anti-surface-compliance stance (PASS only on genuine task completion, burden-of-proof on the assertion, plus critique the evals themselves) as the rubric for reviewing any PM deliverable produced by an agent."
anthropics/skills,vendor-baseline,"Ship subagent roles as plain markdown Role/Inputs/Process/Output-Format docs in an agents/ folder, loaded only when spawned — a no-infrastructure way to give a PM team reusable reviewer/grader/analyzer personas."
anthropics/skills,vendor-baseline,"Package skills as an installable plugin via a .claude-plugin/marketplace.json manifest grouping skills into named bundles (document-skills, example-skills) so a whole capability pack installs with one /plugin install command."
anthropics/claude-plugins-official,vendor-baseline,"Standardize one plugin layout for the whole org: .claude-plugin/plugin.json + skills/<name>/SKILL.md + agents/<name>.md + commands/ + .mcp.json, and ship a single 'example-plugin' as the canonical reference everyone copies — this is exactly how Anthropic bootstraps contributors and would let an AI-PM enablement team package each PM job-function as an installable bundle."
anthropics/claude-plugins-official,vendor-baseline,"Treat skills as evaluated artifacts, not prose: borrow skill-creator's loop (interview -> draft SKILL.md -> generate quantitative evals -> background test runs -> description-improver to fix under-triggering). For a PM program, every framework skill (RICE, JTBD, Mom Test) should ship with test prompts and a 'pushy' trigger description."
anthropics/claude-plugins-official,vendor-baseline,"Orchestrate multi-agent workflows from a single command markdown file with explicit model-tiering — cheap models (Haiku) for triage/scoring, frontier models (Sonnet) for the actual review — and fan out N parallel specialists on different facets. A PM 'PRD review' or 'launch readiness' command could fan out reviewers (legal/eng-feasibility/GTM/exec-skeptic) the same way."
anthropics/claude-plugins-official,vendor-baseline,Gate findings with a per-item confidence judge and a numeric threshold so noisy parallel output gets filtered to high-precision results before it reaches the human — directly transferable to PM artifact QA (e.g. flagging only high-confidence gaps in a spec).
anthropics/claude-plugins-official,vendor-baseline,"Make the instruction doc a living, audited asset: pair an auto-invoked 'audit my CLAUDE.md against reality' skill with an end-of-session '/revise-claude-md capture learnings' command, so project memory self-maintains — the same split (periodic audit + capture loop) maps to a PM team's living product-context / decision-log doc."
anthropics/claude-plugins-official,vendor-baseline,"Curate, don't author everything: a vendor-owned marketplace.json can expose a curated SUBSET of skills (strict:false skills[]) out of partner/SDK repos that never adopted your format — a corporate AI-PM program can similarly register the good bits of external skill libraries without forking them."
